-- Logs begin at Tue 2022-08-09 12:34:44 UTC, end at Tue 2022-08-09 14:05:56 UTC. --
Aug 09 13:49:50 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 09 13:49:50 ubuntu dstat.sh[491]: [286B blob data]
Aug 09 13:49:50 ubuntu dstat.sh[491]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Aug 09 13:59:38 ubuntu dstat.sh[491]: 09-08 13:59:38| 25   4  71   0   0|3422M  179M  157M 4051M|8779B 1566B|   0   444k|   0  32.0 |1856  2890 |2.52 1.64 1.18|1.0   0 5.0|   0     0 |openstack            182224.2%2020k   0 |bash                 2692   11M1174B  0%|mysqld       405M|   0     0 |  27  205    0  128    0
Aug 09 13:59:39 ubuntu dstat.sh[491]: 09-08 13:59:39| 25   4  71   0   0|3460M  141M  157M 4051M|6026B 1620B|   0   320k|   0  21.0 |1459  2268 |2.40 1.63 1.18|1.0   0   0|   0     0 |openstack            18222 24%9386k   0 |openstack            182229386k   0  24%|mysqld       405M|   0     0 |  27  205    0  130    0
Aug 09 13:59:40 ubuntu dstat.sh[491]: 09-08 13:59:40| 25   4  71   0   0|3443M  158M  157M 4051M|  14k 1620B|4096B  328k|1.00  16.0 |1650  2521 |2.40 1.63 1.18|1.0   0 5.0|   0     0 |openstack            18227 16%7669k   0 |bash                 2692   11M1174B  0%|mysqld       405M|   0     0 |  27  205    0  135    0
Aug 09 13:59:41 ubuntu dstat.sh[491]: 09-08 13:59:41| 25   3  71   0   0|3414M  187M  157M 4051M|5491B 1512B|   0   340k|   0  22.0 |1707  2649 |2.40 1.63 1.18|1.0   0 5.0|   0     0 |uwsgi                2737 2.0%2718B  13k|bash                 2692   11M1174B0.2%|mysqld       405M|   0     0 |  27  205    0  142    0
Aug 09 13:59:42 ubuntu dstat.sh[491]: 09-08 13:59:42| 24   4  72   0   0|3456M  145M  157M 4051M|  21k 1674B|   0   236k|   0  13.0 |1396  2065 |2.40 1.63 1.18|1.0   0   0|   0     0 |openstack            18232 25%9860k   0 |openstack            182329860k   0  25%|mysqld       405M|   0     0 |  27  205    0  141    0
Aug 09 13:59:43 ubuntu dstat.sh[491]: 09-08 13:59:43| 25   4  71   1   0|3423M  177M  157M 4052M|9846B 1620B|   0   184k|   0  17.0 |1845  2791 |2.40 1.63 1.18|1.0   0  10|   0     0 |openstack            182337.0%2048k 272B|bash                 2692   11M 825B  0%|mysqld       405M|   0     0 |  27  205    0  148    0
Aug 09 13:59:44 ubuntu dstat.sh[491]: 09-08 13:59:44| 27   3  71   0   0|3462M  138M  157M 4052M|9591B 1566B|   0   184k|   0  13.0 |1467  2216 |2.29 1.62 1.17|3.0   0   0|   0     0 |openstack            18233 23%9482k   0 |openstack            182339482k   0  23%|mysqld       405M|   0     0 |  27  209    0  151    0
Aug 09 13:59:45 ubuntu dstat.sh[491]: 09-08 13:59:45| 24   4  72   0   0|3450M  150M  157M 4052M|6017B 1674B|   0   220k|   0  11.0 |1572  2555 |2.29 1.62 1.17|2.0   0 5.0|   0     0 |openstack            18247 20%9055k   0 |bash                 2692   11M1445B  0%|mysqld       405M|   0     0 |  27  205    0  153    0
Aug 09 13:59:46 ubuntu dstat.sh[491]: 09-08 13:59:46| 25   3  71   1   0|3423M  177M  157M 4052M|9451B 1620B|   0   325k|   0  28.0 |1741  2834 |2.29 1.62 1.17|3.0   0 5.0|   0     0 |openstack            182528.0%2134k   0 |bash                 2692   11M1177B  0%|mysqld       405M|   0     0 |  27  205    0  156    0
Aug 09 13:59:47 ubuntu dstat.sh[491]: 09-08 13:59:47| 25   4  70   0   0|3462M  138M  157M 4052M|8387B 1620B|   0   220k|   0  15.0 |1593  2623 |2.29 1.62 1.17|2.0   0 2.0|   0     0 |openstack            18252 20%9391k   0 |openstack            182529391k   0  20%|mysqld       405M|   0     0 |  27  205    0  163    0
Aug 09 13:59:48 ubuntu dstat.sh[491]: 09-08 13:59:48| 25   3  71   0   0|3448M  152M  157M 4052M|7851B 1566B|   0   248k|   0  16.0 |1543  2296 |2.29 1.62 1.17|1.0   0 5.0|   0     0 |openstack            18259 21%8119k   0 |bash                 2692   11M1178B  0%|mysqld       405M|   0     0 |  27  205    0  156    0
Aug 09 13:59:49 ubuntu dstat.sh[491]: 09-08 13:59:49| 26   4  70   0   0|3463M  137M  157M 4052M|7157B 1566B|   0   264k|   0  19.0 |1888  2923 |2.18 1.61 1.17|1.0   0   0|   0     0 |openstack            18259 16%3406k 825B|openstack            182593406k 825B 16%|mysqld       405M|   0     0 |  27  205    0  163    0
Aug 09 13:59:50 ubuntu dstat.sh[491]: 09-08 13:59:50| 23   5  72   0   0|3457M  143M  157M 4052M|  16k 1620B|   0   196k|   0  8.00 |1453  2068 |2.18 1.61 1.17|1.0   0 5.0|   0     0 |openstack            18264 23%  10M   0 |bash                 2692   11M1177B0.2%|mysqld       405M|   0     0 |  27  205    0  156    0
Aug 09 13:59:51 ubuntu dstat.sh[491]: 09-08 13:59:51| 25   4  71   0   0|3433M  168M  157M 4052M|7052B 1566B|   0   228k|   0  15.0 |1867  2728 |2.18 1.61 1.17|1.0   0 5.0|   0     0 |openstack            182699.8%4248k   0 |bash                 2692   11M1180B0.2%|mysqld       405M|   0     0 |  27  205    0  163    0
Aug 09 13:59:52 ubuntu dstat.sh[491]: 09-08 13:59:52| 25   4  70   0   0|3464M  137M  157M 4052M|6756B 1620B|   0   236k|   0  18.0 |1652  2580 |2.18 1.61 1.17|1.0   0   0|   0     0 |openstack            18269 20%7277k   0 |openstack            182697277k   0  20%|mysqld       405M|   0     0 |  27  207    0  161    0
Aug 09 13:59:53 ubuntu dstat.sh[491]: 09-08 13:59:53| 14  13  69   4   0|3420M  178M  158M 4054M|6369B 1620B|2500k  164k| 119  14.0 |2693  4227 |2.18 1.61 1.17|7.0   0 198|   0     0 |bash                 2692 1.8%  12M  12k|bash                 2692   12M  12k1.8%|mysqld       405M|   0     0 |  25  205    0  163    0
Aug 09 13:59:54 ubuntu dstat.sh[491]: 09-08 13:59:54| 12  19  69   1   0|3415M  182M  158M 4054M|6240B 1620B|4096B  300k|1.00  21.0 |3451  6035 |2.09 1.60 1.17|2.0   0 383|   0     0 |bash                 2692 3.0%1966k  23k|bash                 2692 1966k  23k3.0%|mysqld       405M|   0     0 |  27  205    0  162    0
Aug 09 13:59:55 ubuntu dstat.sh[491]: 09-08 13:59:55| 18  20  62   0   0|3414M  184M  158M 4055M|5938B 1620B|   0   442k|   0  36.0 |4037  7761 |2.09 1.60 1.17|2.0   0 326|   0     0 |systemd              1    4.5%   0    0 |bash                 2692 2470k  19k2.0%|mysqld       405M|   0     0 |  27  205    0  162    0
Aug 09 13:59:56 ubuntu dstat.sh[491]: 09-08 13:59:56| 38  15  46   1   0|3479M  118M  158M 4056M|6097B 1620B| 868k  996k|54.0  28.0 |3137  5751 |2.09 1.60 1.17|2.0   0 162|   0     0 |uwsgi                19210 17%6060k 292B|uwsgi                192116354k1458B 17%|mysqld       405M|   0     0 |  27  207    0  156    0
Aug 09 13:59:57 ubuntu dstat.sh[491]: 09-08 13:59:57| 45   7  45   2   0|3561M  129M  157M 3966M|6660B 1620B| 132k  244k|9.00  21.0 |1689  2243 |2.09 1.60 1.17|2.0   0 8.0|   0     0 |uwsgi                19210 25%  10M  42B|uwsgi                19210  10M  42B 25%|mysqld       405M|   0     0 |  27  207    0  156    0
Aug 09 13:59:58 ubuntu dstat.sh[491]: 09-08 13:59:58| 50  12  38   0   0|3615M  127M  157M 3917M|9915B 1620B|4096B  892k|1.00  18.0 |3523    94k|2.09 1.60 1.17|2.0   0  10|   0     0 |uwsgi                19210 27%6918k 523k|uwsgi                192106918k 523k 27%|mysqld       409M|   0     0 |  27  215    0  150    0
Aug 09 13:59:59 ubuntu dstat.sh[491]: 09-08 13:59:59| 35  11  53   0   0|3635M  123M  158M 3900M|6406B 1620B| 724k  324k|10.0  9.00 |4164    11k|2.00 1.59 1.17|2.0   0 207|   0     0 |uwsgi                19211 13% 290k 121k|uwsgi                19210 353k 252k 12%|mysqld       409M|   0     0 |  27  209    0  155    0
Aug 09 14:00:00 ubuntu dstat.sh[491]: 09-08 14:00:00| 12  21  67   1   0|3642M  123M  158M 3893M|6908B 1566B|  84k  408k|12.0  24.0 |3773  6994 |2.00 1.59 1.17| 11 6.0 362|   0     0 |bash                 2692 2.5%2593k  20k|bash                 2692 2593k  20k2.5%|mysqld       409M|   0     0 |  27  209    0  148    0
Aug 09 14:00:01 ubuntu dstat.sh[491]: 09-08 14:00:01| 24  19  49   8   0|3655M  126M  158M 3879M|6856B 1620B| 268k   13M|20.0   951 |4976  7134 |2.00 1.59 1.17|5.0   0 326|   0     0 |cinder-schedule      19978 11%3331k1447B|cinder-schedule      199783331k1447B 11%|mysqld       409M|   0     0 |  27  209    0  148    0
Aug 09 14:00:02 ubuntu dstat.sh[491]: 09-08 14:00:02| 37  19  40   4   0|3708M  132M  158M 3821M|8675B 1512B| 152k 4792k|6.00   286 |4663  8846 |2.00 1.59 1.17|1.0 1.0 308|   0     0 |cinder-schedule      19978 24%  12M  42B|cinder-schedule      19978  12M  42B 24%|mysqld       409M|   0     0 |  27  209    0  137    0
Aug 09 14:00:03 ubuntu dstat.sh[491]: 09-08 14:00:03| 50  24  24   3   0|3770M  130M  158M 3763M|5838B 1620B|  80k 1428k|8.00   183 |3658  6566 |2.00 1.59 1.17|5.0   0 416|   0     0 |cinder-schedule      19978 26%7573k 249k|cinder-schedule      199787573k 249k 26%|mysqld       409M|   0     0 |  27  211    0  139    0
Aug 09 14:00:04 ubuntu dstat.sh[491]: 09-08 14:00:04| 48  21  29   2   0|3827M  128M  158M 3710M|7594B 1620B| 416k  372k|14.0  20.0 |5410    15k|2.00 1.59 1.18|3.0   0 269|   0     0 |cinder-backup        20581 24%  10M 596B|cinder-backup        20581  10M 596B 24%|mysqld       409M|   0     0 |  27  215    0  136    0
Aug 09 14:00:05 ubuntu dstat.sh[491]: 09-08 14:00:05| 56  13  30   1   0|3937M  136M  158M 3596M|6011B 1620B| 336k  284k|8.00  14.0 |2807  6901 |2.00 1.59 1.18|2.0   0  93|   0     0 |cinder-volume        21189 23%9825k  42B|cinder-volume        211899825k  42B 23%|mysqld       409M|   0     0 |  27  225    0  140    0
Aug 09 14:00:06 ubuntu dstat.sh[491]: 09-08 14:00:06| 46   6  47   1   0|3985M  127M  158M 3558M|6013B 1620B| 348k  192k|11.0  17.0 |2484  3846 |2.00 1.59 1.18|2.0   0 1.0|   0     0 |cinder-volume        21189 24%7032k 107k|cinder-volume        211897032k 107k 24%|mysqld       409M|   0     0 |  27  233    0  143    0
Aug 09 14:00:07 ubuntu dstat.sh[491]: 09-08 14:00:07| 42  18  34   6   0|4009M  133M  158M 3529M|6334B 1662B|3804k 3652k|57.0   519 |5668  8317 |2.00 1.59 1.18|3.0 2.0 322|   0     0 |cinder-volume        21189 23%4878k 243k|bash                 2692   11M8165B0.8%|mysqld       413M|   0     0 |  27  235    0  149    0
Aug 09 14:00:08 ubuntu dstat.sh[491]: 09-08 14:00:08| 24   5  45  25   0|4029M  127M  158M 3516M|6086B 1620B|2984k 8444k|57.0   418 |2613  2699 |2.00 1.59 1.18|2.0   0 3.0|   0     0 |openstack            21653 20%7120k   0 |openstack            216537120k   0  20%|mysqld       413M|   0     0 |  27  235    0  148    0
Aug 09 14:00:09 ubuntu dstat.sh[491]: 09-08 14:00:09| 42   9  47   2   0|4005M  172M  158M 3496M|5940B 1620B| 252k  152k|11.0  14.0 |2286  3286 |2.00 1.60 1.18|4.0   0  31|   0     0 |openstack            21685 11%5201k 336B|bash                 21476  11M2439B  0%|mysqld       413M|   0     0 |  27  235    0  152    0
Aug 09 14:00:10 ubuntu dstat.sh[491]: 09-08 14:00:10| 35   8  49   8   0|4014M  178M  158M 3482M|7465B 1620B|1412k  228k|72.0  18.0 |2548  3796 |2.00 1.60 1.18|1.0 1.0  30|   0     0 |cinder-rootwrap      217155.0%   0    0 |bash                 21657  11M 908B  0%|mysqld       413M|   0     0 |  27  235    0  153    0
Aug 09 14:00:11 ubuntu dstat.sh[491]: 09-08 14:00:11| 25  18  46  11   0|4029M  159M  158M 3486M|9608B 1620B|4680k  652k| 139  50.0 |4747  8344 |2.00 1.60 1.18|2.0   0 377|   0     0 |openstack            21985 15%6695k 336B|openstack            219856695k 336B 15%|mysqld       413M|   0     0 |  27  235    0  153    0
Aug 09 14:00:12 ubuntu dstat.sh[491]: 09-08 14:00:12| 44  10  46   0   0|4013M  174M  158M 3486M|5790B 1620B|   0   120k|   0  10.0 |2657  4114 |2.00 1.60 1.18|3.0   0  89|   0     0 |cinder-rootwrap      221354.8%   0    0 |bash                 21657  11M 782B  0%|mysqld       413M|   0     0 |  27  235    0  154    0
Aug 09 14:00:13 ubuntu dstat.sh[491]: 09-08 14:00:13| 42  11  46   0   0|4057M  131M  158M 3486M|7036B 1566B|  70k  240k|21.0  9.00 |2349  3476 |2.00 1.60 1.18|5.0   0  90|   0     0 |openstack            22271 23%  10M 336B|openstack            22271  10M 336B 23%|mysqld       413M|   0     0 |  27  235    0  154    0
Aug 09 14:00:14 ubuntu dstat.sh[491]: 09-08 14:00:14| 41  15  44   0   0|4012M  175M  158M 3486M|8246B 1512B|   0   332k|   0  25.0 |3449  6157 |1.92 1.59 1.18|2.0   0 290|   0     0 |openstack            225685.2%2025k 336B|cinder-volume        21531  12M6859B1.0%|mysqld       413M|   0     0 |  27  235    0  160    0
Aug 09 14:00:15 ubuntu dstat.sh[491]: 09-08 14:00:15| 45   8  47   0   0|4054M  133M  158M 3486M|7580B 1566B|   0   120k|   0  8.00 |2206  3189 |1.92 1.59 1.18|2.0   0  13|   0     0 |openstack            22568 23%9004k   0 |openstack            225689004k   0  23%|mysqld       413M|   0     0 |  27  237    0  164    0
Aug 09 14:00:16 ubuntu dstat.sh[491]: 09-08 14:00:16| 44  13  43   1   0|4049M  139M  158M 3486M|6480B 1674B|4096B  611k|1.00  47.0 |3039  5123 |1.92 1.59 1.18|4.0   0 164|   0     0 |openstack            22740 15%7674k 336B|bash                 21657  11M  11k0.2%|mysqld       413M|   0     0 |  27  237    0  167    0
Aug 09 14:00:17 ubuntu dstat.sh[491]: 09-08 14:00:17| 45  10  45   1   0|4023M  181M  158M 3470M|5938B 1620B|  88k  165k|3.00  15.0 |2897  4954 |1.92 1.59 1.18|3.0   0 143|   0     0 |cinder-rootwrap      228153.8%   0    0 |bash                 21657  11M 964B  0%|mysqld       413M|   0     0 |  27  237    0  174    0
Aug 09 14:00:18 ubuntu dstat.sh[491]: 09-08 14:00:18| 44  11  45   0   0|4068M  136M  158M 3470M|6622B 1620B|   0   156k|   0  6.00 |2723  4347 |1.92 1.59 1.18|2.0   0 166|   0     0 |openstack            23047 20%  10M 336B|openstack            23047  10M 336B 20%|mysqld       413M|   0     0 |  27  243    0  173    0
Aug 09 14:00:19 ubuntu dstat.sh[491]: 09-08 14:00:19| 32  10  57   0   0|4026M  178M  158M 3470M|7961B 1662B|   0   216k|   0  14.0 |2933  4950 |1.85 1.58 1.18|3.0   0 161|   0     0 |openstack            232187.8%2944k 336B|bash                 21657  11M  12k  0%|mysqld       413M|   0     0 |  27  243    0  179    0
Aug 09 14:00:20 ubuntu dstat.sh[491]: 09-08 14:00:20| 26   4  70   0   0|4062M  142M  158M 3470M|  17k 1620B|   0   492k|   0  18.0 |1903  2845 |1.85 1.58 1.18|1.0   0   0|   0     0 |openstack            23218 21%8086k   0 |openstack            232188086k   0  21%|mysqld       413M|   0     0 |  27  245    0  179    0
Aug 09 14:00:21 ubuntu dstat.sh[491]: 09-08 14:00:21| 14  16  69   1   0|4013M  190M  158M 3471M|8303B 1620B| 492k   88k|9.00  7.00 |3485  5774 |1.85 1.58 1.18|1.0 1.0 331|   0     0 |bash                 2692 2.0%  89M 135k|bash                 2692   89M 135k2.0%|mysqld       413M|   0     0 |  27  243    0  180    0
Aug 09 14:00:22 ubuntu dstat.sh[491]: 09-08 14:00:22|  9  22  68   1   0|4014M  189M  158M 3471M|7078B 1620B| 404k  160k|25.0  11.0 |3763  6175 |1.85 1.58 1.18|1.0   0 451|   0     0 |bash                 2692 3.5% 489k  22k|bash                 2692  489k  22k3.5%|mysqld       413M|   0     0 |  27  243    0  180    0
Aug 09 14:00:23 ubuntu dstat.sh[491]: 09-08 14:00:23| 11  22  66   1   0|4015M  188M  158M 3471M|6964B 1458B|  40k  216k|4.00  14.0 |4002  6731 |1.85 1.58 1.18|3.0   0 559|   0     0 |bash                 2692 2.2% 478k  22k|bash                 2692  478k  22k2.2%|mysqld       413M|   0     0 |  27  243    0  180    0
Aug 09 14:00:24 ubuntu dstat.sh[491]: 09-08 14:00:24| 11  20  68   1   0|4014M  189M  158M 3472M|6805B 1512B| 136k  116k|6.00  13.0 |3572  5908 |1.70 1.55 1.17|2.0   0 422|   0     0 |bash                 2692 2.8% 615k  29k|bash                 2692  615k  29k2.8%|mysqld       413M|   0     0 |  27  243    0  180    0
Aug 09 14:00:25 ubuntu dstat.sh[491]: 09-08 14:00:25| 10  10  79   0   0|4024M  179M  158M 3472M|9453B 1620B|1684k  220k|15.0  18.0 |2403  3920 |1.70 1.55 1.17|  0   0 176|   0     0 |bash                 2692 1.0% 180k7998B|swift-object-au      252671857k  37k0.5%|mysqld       413M|   0     0 |  27  243    0  180    0
Aug 09 14:00:26 ubuntu dstat.sh[491]: 09-08 14:00:26| 16   4  80   0   0|4049M  153M  158M 3472M|5875B 1620B|9728k  384k|76.0  19.0 |1686  2637 |1.70 1.55 1.17|1.0   0  11|   0     0 |openstack            25274 14%5592k 306B|swift-object-au      252679792k   0 1.8%|mysqld       413M|   0     0 |  27  243    0  180    0
Aug 09 14:00:27 ubuntu dstat.sh[491]: 09-08 14:00:27| 29   4  66   0   0|4066M  137M  158M 3472M|6428B 1620B|4580k  152k|38.0  11.0 |2063  2985 |1.70 1.55 1.17|1.0   0 3.0|   0     0 |openstack            25274 21%5911k   2B|swift-object-au      3923   16M  38k  0%|mysqld       413M|   0     0 |  27  247    0  182    0
Aug 09 14:00:28 ubuntu dstat.sh[491]: 09-08 14:00:28| 15  17  68   0   0|4016M  186M  158M 3472M|7867B 1620B|8192B  220k|2.00  14.0 |3228  5266 |1.70 1.55 1.17|1.0   0 254|   0     0 |systemd              1    2.8%   0    0 |bash                 2692   14M  47k2.2%|mysqld       413M|   0     0 |  27  247    0  182    0
Aug 09 14:00:29 ubuntu dstat.sh[491]: 09-08 14:00:29| 16  16  68   0   0|4016M  186M  158M 3472M|6889B 1620B|   0   180k|   0  14.0 |3362  5628 |1.72 1.56 1.18|2.0   0 241|   0     0 |systemd              1    3.8%   0    0 |bash                 2692 3368k  47k2.2%|mysqld       413M|   0     0 |  27  247    0  179    0
Aug 09 14:00:30 ubuntu dstat.sh[491]: 09-08 14:00:30| 18  12  69   0   0|4035M  167M  158M 3472M|7154B 1714B|4096B  412k|1.00  17.0 |2655  4138 |1.72 1.56 1.18|1.0   0 163|   0     0 |nova-manage          25941 12%3939k   0 |nova-manage          259413939k   0  12%|mysqld       413M|   0     0 |  27  247    0  179    0
Aug 09 14:00:31 ubuntu dstat.sh[491]: 09-08 14:00:31| 26   4  68   3   0|4090M  137M  158M 3450M|7284B 1512B|   0  5571k|   0   541 |2607  2485 |1.72 1.56 1.18|1.0   0   0|   0     0 |nova-manage          25941 24%  12M   0 |nova-manage          25941  12M   0  24%|mysqld       413M|   0     0 |  27  247    0  179    0
Aug 09 14:00:32 ubuntu dstat.sh[491]: 09-08 14:00:32| 31   5  64   1   0|4118M  127M  158M 3433M|6782B 1566B|   0   528k|   0  23.0 |2478  4274 |1.72 1.56 1.18|1.0   0 4.0|   0     0 |nova-manage          25941 24%3837k 395B|nova-manage          259413837k 395B 24%|mysqld       414M|   0     0 |  27  251    0  180    0
Aug 09 14:00:33 ubuntu dstat.sh[491]: 09-08 14:00:33| 26   4  70   0   0|4056M  189M  158M 3433M|8648B 1620B|   0   148k|   0  9.00 |1705  2498 |1.72 1.56 1.18|6.0   0 5.0|   0     0 |nova-status          25950 17%8850k  14k|bash                 2692   20M 692B  0%|mysqld       414M|   0     0 |  27  247    0  179    0
Aug 09 14:00:34 ubuntu dstat.sh[491]: 09-08 14:00:34| 27   4  70   0   0|4095M  151M  158M 3433M|8177B 1620B|   0   204k|   0  16.0 |1701  2314 |1.75 1.57 1.18|1.0   0 2.0|   0     0 |nova-status          25950 25%7504k   7B|nova-status          259507504k   7B 25%|mysqld       414M|   0     0 |  27  249    0  179    0
Aug 09 14:00:35 ubuntu dstat.sh[491]: 09-08 14:00:35| 26   5  67   1   0|4030M  215M  158M 3433M|5859B 1566B| 132k  494k|33.0  48.0 |2189  3374 |1.75 1.57 1.18|1.0   0  21|   0     0 |openstack            259725.5%1928k   0 |bash                 2692   17M  15k  0%|mysqld       415M|   0     0 |  27  247    0  172    0
Aug 09 14:00:36 ubuntu dstat.sh[491]: 09-08 14:00:36| 26   4  71   0   0|4068M  177M  158M 3433M|6682B 1620B|   0   724k|   0  32.0 |1684  2476 |1.75 1.57 1.18|1.0   0   0|   0     0 |openstack            25972 24%9072k   0 |openstack            259729072k   0  24%|mysqld       415M|   0     0 |  27  247    0  172    0
Aug 09 14:00:37 ubuntu dstat.sh[491]: 09-08 14:00:37| 19   9  69   2   0|4023M  221M  158M 3433M|8419B 1674B| 248k  220k|44.0  8.00 |2516  3954 |1.75 1.57 1.18|3.0   0 158|   0     0 |bash                 2692 1.2%  13M 295k|bash                 2692   13M 295k1.2%|mysqld       415M|   0     0 |  27  247    0  163    0
Aug 09 14:00:38 ubuntu dstat.sh[491]: 09-08 14:00:38| 14  17  68   2   0|4027M  217M  158M 3433M|6743B 1620B| 352k  360k|61.0  16.0 |3487  5584 |1.75 1.57 1.18|1.0   0 371|   0     0 |bash                 2692 2.5% 773k 204k|bash                 2692  773k 204k2.5%|mysqld       415M|   0     0 |  27  247    0  163    0
Aug 09 14:00:39 ubuntu dstat.sh[491]: 09-08 14:00:39| 14   4  71  11   0|4048M  192M  158M 3437M|  16k 1620B|4232k  144k| 368  12.0 |2278  3094 |1.68 1.56 1.18|1.0   0 1.0|   0     0 |pip3.7               26502 12%   0    0 |python2              535    76k 491B  0%|mysqld       415M|   0     0 |  27  247    0  156    0
Aug 09 14:00:40 ubuntu dstat.sh[491]: 09-08 14:00:40| 24   3  71   3   0|4049M  191M  158M 3438M|7940B 1620B| 652k  532k|41.0  20.0 |1736  2398 |1.68 1.56 1.18|1.0   0 4.0|   0     0 |pip3.7               26502 21%   0    0 |python2              535    76k 487B0.2%|mysqld       415M|   0     0 |  27  247    0  156    0
Aug 09 14:00:41 ubuntu dstat.sh[491]: 09-08 14:00:41| 21   2  77   0   0|4050M  189M  158M 3438M|7696B 1857B|  24k   40k|4.00  5.00 |2269  3711 |1.68 1.56 1.18|  0   0   0|   0     0 |pip3.7               26502 17%   0    0 |python3.7            7215   36k  82k1.0%|mysqld       415M|   0     0 |  27  248    0  148    0
