-- Logs begin at Wed 2022-11-02 12:53:20 UTC, end at Wed 2022-11-02 15:11:44 UTC. --
Nov 02 14:28:16 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Nov 02 14:28:16 ubuntu dstat.sh[71630]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Nov 02 14:28:16 ubuntu dstat.sh[71630]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Nov 02 14:48:07 ubuntu dstat.sh[71630]: 02-11 14:48:07| 60   8  29   3   0|6027M  167M  176M 1519M| 444k  434k|  14M 1237k| 526   148 |7565    15k|2.36 1.46 1.34|4.0 1.0   0|   0     0 |   0     0 | 27  406    0   77    3
Nov 02 14:48:08 ubuntu dstat.sh[71630]: 02-11 14:48:08| 55   5  32   5   0|6087M  139M  175M 1490M| 220k  205k|6013k 8162k| 285   854 |9573    11k|2.36 1.46 1.34|7.0 1.0 1.0|   0     0 |   0     0 | 27  407    0   71    3
Nov 02 14:48:09 ubuntu dstat.sh[71630]: 02-11 14:48:09| 58  13  28   2   0|5951M  275M  175M 1490M| 644k  638k|  28k 1457k|3.00   122 |5050  9383 |2.36 1.46 1.34|3.0   0  38|   0     0 |   0     0 | 26  406    0   72    3
Nov 02 14:48:10 ubuntu dstat.sh[71630]: 02-11 14:48:10| 43   6  47   3   0|5978M  248M  175M 1490M| 413k  403k|   0  1563k|   0   201 |5457  9635 |2.36 1.46 1.34|2.0   0   0|   0     0 |   0     0 | 26  406    0   69    3
Nov 02 14:48:11 ubuntu dstat.sh[71630]: 02-11 14:48:11| 46   7  48   1   0|5841M  384M  175M 1490M| 496k  488k|  44k 1150k|5.01   104 |4625  9340 |2.26 1.45 1.34|7.0   0  23|   0     0 |   0     0 | 25  406    0   70    3
Nov 02 14:48:12 ubuntu dstat.sh[71630]: 02-11 14:48:12| 34   5  57   4   0|5836M  389M  176M 1490M| 698k  689k|   0  1924k|   0   241 |5439  9711 |2.26 1.45 1.34|3.0   0  18|   0     0 |   0     0 | 25  406    0   64    3
Nov 02 14:48:13 ubuntu dstat.sh[71630]: 02-11 14:48:13|  9   2  87   1   0|5836M  389M  176M 1490M| 106k   97k|  68k  554k|5.98  59.8 |2741  4557 |2.26 1.45 1.34|4.0   0   0|   0     0 |   0     0 | 25  407    0   64    3
Nov 02 14:48:14 ubuntu dstat.sh[71630]: 02-11 14:48:14| 28   5  65   2   0|5836M  388M  176M 1491M| 577k  567k|   0   719k|   0  88.8 |3722  6304 |2.26 1.45 1.34|5.0   0 1.0|   0     0 |   0     0 | 25  408    0   63    3
Nov 02 14:48:15 ubuntu dstat.sh[71630]: 02-11 14:48:15| 31   3  65   1   0|5820M  404M  176M 1491M| 447k  438k|  52k  883k|4.02   116 |3666  5950 |2.26 1.45 1.34|4.0   0   0|   0     0 |   0     0 | 25  408    0   66    3
Nov 02 14:48:16 ubuntu dstat.sh[71630]: 02-11 14:48:16| 29   4  64   2   0|5819M  404M  176M 1491M| 524k  515k| 124k 1356k|1.00   184 |5250    10k|2.15 1.44 1.33|3.0   0   0|   0     0 |   0     0 | 25  409    0   64    3
Nov 02 14:48:17 ubuntu dstat.sh[71630]: 02-11 14:48:17| 34   4  59   3   0|5819M  404M  176M 1491M| 619k  608k| 132k 1678k|12.0   213 |5792    12k|2.15 1.44 1.33|3.0   0   0|   0     0 |   0     0 | 25  410    0   65    3
Nov 02 14:48:18 ubuntu dstat.sh[71630]: 02-11 14:48:18| 31   4  63   2   0|5820M  403M  177M 1492M| 675k  656k|8180B 1610k|1.00   226 |4762  8362 |2.15 1.44 1.33|3.0   0 8.0|   0     0 |   0     0 | 25  410    0   67    3
Nov 02 14:48:19 ubuntu dstat.sh[71630]: 02-11 14:48:19| 34   5  57   3   0|5819M  403M  177M 1492M| 526k  511k|   0   926k|   0   123 |4758  9923 |2.15 1.44 1.33|1.0 1.0  26|   0     0 |   0     0 | 25  410    0   68    3
Nov 02 14:48:20 ubuntu dstat.sh[71630]: 02-11 14:48:20| 35   4  59   1   0|5820M  402M  177M 1492M| 800k  789k|  72k  959k|5.02   120 |4417  7790 |2.15 1.44 1.33|2.0   0   0|   0     0 |   0     0 | 25  409    0   68    3
Nov 02 14:48:21 ubuntu dstat.sh[71630]: 02-11 14:48:21| 28   4  64   4   0|5820M  402M  177M 1492M| 555k  544k|   0  1551k|   0   217 |4743  8419 |2.06 1.43 1.33|3.0   0 2.0|   0     0 |   0     0 | 25  408    0   69    3
Nov 02 14:48:22 ubuntu dstat.sh[71630]: 02-11 14:48:22| 42   7  48   3   0|5822M  399M  177M 1493M| 713k  704k|4092B 1890k|1.00   217 |5032  8873 |2.06 1.43 1.33|7.0   0  15|   0     0 |   0     0 | 25  408    0   67    3
Nov 02 14:48:23 ubuntu dstat.sh[71630]: 02-11 14:48:23| 35   3  60   2   0|5822M  398M  177M 1493M| 748k  736k|  40k  994k|3.00   127 |3852  6956 |2.06 1.43 1.33|5.0   0   0|   0     0 |   0     0 | 25  408    0   67    3
Nov 02 14:48:24 ubuntu dstat.sh[71630]: 02-11 14:48:24| 37   5  56   1   0|5829M  391M  177M 1493M| 442k  425k|  52k  836k|4.00  67.0 |3387  5643 |2.06 1.43 1.33|4.0   0  15|   0     0 |   0     0 | 25  409    0   66    3
Nov 02 14:48:25 ubuntu dstat.sh[71630]: 02-11 14:48:25| 39  17  39   6   1|5850M  366M  178M 1497M| 434k  424k|3708k 1415k|88.2  95.2 |5304  9732 |2.06 1.43 1.33|1.0   0  60|   0     0 |   0     0 | 26  408    0   66    3
Nov 02 14:48:26 ubuntu dstat.sh[71630]: 02-11 14:48:26| 32  11  55   2   0|5858M  358M  178M 1497M| 429k  419k|1772k 1358k|92.2   129 |7680    12k|2.06 1.44 1.34|2.0   0   0|   0     0 |   0     0 | 26  408    0   66    3
Nov 02 14:48:27 ubuntu dstat.sh[71630]: 02-11 14:48:27| 47   6  42   6   0|5907M  308M  178M 1498M| 520k  512k|  17M  892k| 600  57.0 |7165    13k|2.06 1.44 1.34|4.0   0   0|   0     0 |   0     0 | 26  409    0   68    3
Nov 02 14:48:28 ubuntu dstat.sh[71630]: 02-11 14:48:28| 53   5  39   3   0|5947M  267M  178M 1498M| 587k  579k|   0  2044k|   0   247 |5713    10k|2.06 1.44 1.34|5.0   0   0|   0     0 |   0     0 | 26  408    0   69    3
Nov 02 14:48:29 ubuntu dstat.sh[71630]: 02-11 14:48:29| 61   9  29   1   0|5970M  245M  178M 1498M| 608k  598k|   0  1947k|   0   178 |5590  9915 |2.06 1.44 1.34|5.0   0  15|   0     0 |   0     0 | 26  408    0   69    3
Nov 02 14:48:30 ubuntu dstat.sh[71630]: 02-11 14:48:30| 56   4  39   1   0|5974M  240M  178M 1498M| 641k  632k|   0  1155k|   0   117 |4696  7977 |2.06 1.44 1.34|6.0   0   0|   0     0 |   0     0 | 26  408    0   68    3
Nov 02 14:48:31 ubuntu dstat.sh[71630]: 02-11 14:48:31| 67   8  25   1   0|5987M  227M  178M 1499M| 474k  466k|  48k 1284k|1.00  86.0 |4377  7154 |2.37 1.52 1.36|3.0   0  25|   0     0 |   0     0 | 26  408    0   70    3
Nov 02 14:48:32 ubuntu dstat.sh[71630]: 02-11 14:48:32| 59  13  24   1   0|6005M  207M  178M 1500M| 380k  369k|  95k 1339k|20.9   103 |7064    11k|2.37 1.52 1.36| 11   0  33|   0     0 |   0     0 | 27  408    0   70    3
Nov 02 14:48:33 ubuntu dstat.sh[71630]: 02-11 14:48:33| 57  12  29   2   1|6006M  206M  178M 1499M| 420k  412k| 775k  999k|57.2   100 |6493    11k|2.37 1.52 1.36|3.0   0   0|   0     0 |   0     0 | 27  408    0   70    3
Nov 02 14:48:34 ubuntu dstat.sh[71630]: 02-11 14:48:34| 55   3  27  12   0|6021M  192M  178M 1499M| 101k   90k|  16M  479k| 563  38.9 |8360    13k|2.37 1.52 1.36|7.0   0   0|   0     0 |   0     0 | 27  409    0   69    3
Nov 02 14:48:35 ubuntu dstat.sh[71630]: 02-11 14:48:35| 68  12  16   3   0|6003M  209M  179M 1499M| 711k  691k|2211k 1957k|80.2   214 |8107    19k|2.37 1.52 1.36|8.0 1.0  43|   0     0 |   0     0 | 26  408    0   71    3
Nov 02 14:48:36 ubuntu dstat.sh[71630]: 02-11 14:48:36| 54   9  30   5   0|6000M  212M  179M 1500M| 858k  849k| 475k 2043k|58.8   231 |8350    12k|2.66 1.59 1.39|2.0   0 8.0|   0     0 |   0     0 | 26  408    0   73    3
Nov 02 14:48:37 ubuntu dstat.sh[71630]: 02-11 14:48:37| 38   3  56   3   0|6002M  210M  179M 1500M| 247k  238k| 539k 9263k|59.0   193 |4558  8023 |2.66 1.59 1.39|3.0 1.0 7.0|   0     0 |   0     0 | 26  409    0   73    3
Nov 02 14:48:38 ubuntu dstat.sh[71630]: 02-11 14:48:38| 38   5  49   8   0|6007M  204M  179M 1500M| 197k  187k|  64k   15M|1.00   296 |6365  9202 |2.66 1.59 1.39|3.0   0  22|   0     0 |   0     0 | 26  408    0   75    3
Nov 02 14:48:39 ubuntu dstat.sh[71630]: 02-11 14:48:39| 47   5  42   6   0|6005M  206M  179M 1500M| 577k  567k| 351k   18M|44.8  1586 |6652  9339 |2.66 1.59 1.39|2.0 1.0   0|   0     0 |   0     0 | 26  408    0   78    3
Nov 02 14:48:40 ubuntu dstat.sh[71630]: 02-11 14:48:40| 32   3  60   3   0|6006M  205M  179M 1501M| 100k   91k| 104k  671k|9.03  78.3 |4146  6612 |2.66 1.59 1.39|4.0   0   0|   0     0 |   0     0 | 26  409    0   74    3
Nov 02 14:48:41 ubuntu dstat.sh[71630]: 02-11 14:48:41| 42   4  52   2   0|5996M  214M  179M 1501M| 359k  342k| 130k  939k|13.0   114 |4405  7760 |2.61 1.60 1.39|3.0   0 2.0|   0     0 |   0     0 | 26  408    0   77    3
Nov 02 14:48:42 ubuntu dstat.sh[71630]: 02-11 14:48:42| 37   3  56   2   0|5996M  214M  179M 1501M| 211k  196k| 551k 1037k|34.9   142 |4543  8154 |2.61 1.60 1.39|5.0   0   0|   0     0 |   0     0 | 26  409    0   71    3
Nov 02 14:48:43 ubuntu dstat.sh[71630]: 02-11 14:48:43| 40   7  50   2   0|5844M  366M  179M 1501M| 371k  359k|2053B 1139k|2.01   114 |5173    11k|2.61 1.60 1.39|5.0   0  28|   0     0 |   0     0 | 25  409    0   72    3
Nov 02 14:48:44 ubuntu dstat.sh[71630]: 02-11 14:48:44| 58  16  22   3   0|5845M  363M  179M 1502M| 993k  983k| 341k 2321k|20.0   215 |6422    14k|2.61 1.60 1.39|5.0   0  49|   0     0 |   0     0 | 25  408    0   72    3
Nov 02 14:48:45 ubuntu dstat.sh[71630]: 02-11 14:48:45| 15   2  79   2   0|5844M  364M  180M 1503M| 311k  300k|   0  1238k|   0   142 |3812  6746 |2.61 1.60 1.39|1.0   0   0|   0     0 |   0     0 | 25  408    0   74    3
Nov 02 14:48:46 ubuntu dstat.sh[71630]: 02-11 14:48:46| 27   3  69   1   0|5844M  363M  180M 1503M| 565k  545k|   0   840k|   0  82.0 |3648  5730 |2.40 1.57 1.38|3.0   0   0|   0     0 |   0     0 | 25  410    0   67    3
Nov 02 14:48:47 ubuntu dstat.sh[71630]: 02-11 14:48:47| 28   4  65   3   0|5845M  363M  180M 1503M| 525k  516k|   0  1084k|   0   124 |3751  6307 |2.40 1.57 1.38|4.0   0 1.0|   0     0 |   0     0 | 25  410    0   71    3
Nov 02 14:48:48 ubuntu dstat.sh[71630]: 02-11 14:48:48| 32   5  59   3   0|5838M  369M  180M 1503M| 563k  546k|   0  1582k|   0   211 |5520    10k|2.40 1.57 1.38|3.0   0   0|   0     0 |   0     0 | 25  409    0   76    3
Nov 02 14:48:49 ubuntu dstat.sh[71630]: 02-11 14:48:49| 24   4  68   2   0|5837M  369M  180M 1504M| 513k  505k|   0  1530k|   0   215 |5056  8898 |2.40 1.57 1.38|1.0   0   0|   0     0 |   0     0 | 25  408    0   78    2
Nov 02 14:48:50 ubuntu dstat.sh[71630]: 02-11 14:48:50| 12   3  82   2   1|5837M  369M  180M 1504M| 273k  263k|   0   923k|   0   122 |3382  5574 |2.40 1.57 1.38|3.0   0   0|   0     0 |   0     0 | 25  409    0   79    2
Nov 02 14:48:51 ubuntu dstat.sh[71630]: 02-11 14:48:51|  7   2  90   0   0|5838M  368M  180M 1504M|  91k   82k|   0   518k|   0  42.8 |2528  4094 |2.45 1.60 1.39|1.0   0 2.0|   0     0 |   0     0 | 25  408    0   74    2
Nov 02 14:48:52 ubuntu dstat.sh[71630]: 02-11 14:48:52| 10   3  83   2   0|5838M  368M  180M 1504M| 207k  199k|   0  1034k|   0   124 |3434  5834 |2.45 1.60 1.39|1.0   0   0|   0     0 |   0     0 | 25  408    0   74    2
Nov 02 14:48:53 ubuntu dstat.sh[71630]: 02-11 14:48:53| 15   3  80   2   0|5838M  368M  180M 1504M| 232k  217k|  12k 1046k|1.00   126 |3791  6209 |2.45 1.60 1.39|1.0   0   0|   0     0 |   0     0 | 25  408    0   74    2
Nov 02 14:48:54 ubuntu dstat.sh[71630]: 02-11 14:48:54| 18   5  76   1   0|5839M  367M  180M 1504M| 325k  310k|  32k  708k|4.02  73.4 |3888  7304 |2.45 1.60 1.39|2.0   0   0|   0     0 |   0     0 | 25  410    0   75    2
Nov 02 14:48:55 ubuntu dstat.sh[71630]: 02-11 14:48:55| 29   4  65   3   0|5838M  367M  180M 1505M| 386k  376k|   0  1364k|   0   157 |4365  7562 |2.45 1.60 1.39|2.0   0   0|   0     0 |   0     0 | 25  409    0   76    2
Nov 02 14:48:56 ubuntu dstat.sh[71630]: 02-11 14:48:56| 26   4  66   3   0|5839M  366M  181M 1505M| 551k  542k|   0  1558k|   0   199 |5148  8954 |2.41 1.60 1.39|2.0   0   0|   0     0 |   0     0 | 25  408    0   78    2
Nov 02 14:48:57 ubuntu dstat.sh[71630]: 02-11 14:48:57| 13   2  84   2   1|5839M  365M  181M 1505M| 232k  223k|  80k  625k|8.02  64.2 |3125  5219 |2.41 1.60 1.39|6.0 1.0   0|   0     0 |   0     0 | 25  408    0   78    2
Nov 02 14:48:58 ubuntu dstat.sh[71630]: 02-11 14:48:58|  9   3  85   1   0|5839M  365M  181M 1505M|  95k   80k| 116k 1023k|4.00   141 |3546  5778 |2.41 1.60 1.39|3.0   0   0|   0     0 |   0     0 | 25  409    0   78    2
Nov 02 14:48:59 ubuntu dstat.sh[71630]: 02-11 14:48:59| 30   5  63   2   0|5839M  364M  181M 1506M| 495k  488k|   0  1391k|   0   187 |5113  8938 |2.41 1.60 1.39|2.0   0   0|   0     0 |   0     0 | 25  409    0   76    2
Nov 02 14:49:00 ubuntu dstat.sh[71630]: 02-11 14:49:00| 28   4  66   2   0|5840M  363M  181M 1506M| 453k  443k|  56k  998k|2.00   114 |4998  8751 |2.41 1.60 1.39|2.0 1.0   0|   0     0 |   0     0 | 25  409    0   76    2
Nov 02 14:49:01 ubuntu dstat.sh[71630]: 02-11 14:49:01| 15   5  78   3   0|5862M  341M  181M 1506M| 221k  212k|   0  1082k|   0   156 |3663  6164 |2.30 1.59 1.39|2.0   0 2.0|   0     0 |   0     0 | 25  408    0   74    2
Nov 02 14:49:02 ubuntu dstat.sh[71630]: 02-11 14:49:02| 24   4  68   3   0|5841M  361M  181M 1506M| 392k  376k|   0  1426k|   0   197 |4491  7517 |2.30 1.59 1.39|1.0   0   0|   0     0 |   0     0 | 25  408    0   75    2
Nov 02 14:49:03 ubuntu dstat.sh[71630]: 02-11 14:49:03| 16   2  80   2   1|5841M  361M  181M 1506M| 252k  243k|   0   655k|   0  84.4 |2964  4931 |2.30 1.59 1.39|4.0   0   0|   0     0 |   0     0 | 25  408    0   76    2
Nov 02 14:49:04 ubuntu dstat.sh[71630]: 02-11 14:49:04| 10   3  86   1   0|5841M  361M  181M 1506M| 137k  120k|   0   653k|   0  77.6 |2899  4799 |2.30 1.59 1.39|3.0   0   0|   0     0 |   0     0 | 25  409    0   76    2
Nov 02 14:49:05 ubuntu dstat.sh[71630]: 02-11 14:49:05| 28   4  67   1   0|5844M  358M  181M 1507M| 566k  552k|4100B  729k|1.00  79.1 |3802  6003 |2.30 1.59 1.39|1.0   0   0|   0     0 |   0     0 | 25  409    0   76    2
Nov 02 14:49:06 ubuntu dstat.sh[71630]: 02-11 14:49:06| 10   2  84   3   0|5844M  358M  181M 1507M| 128k  113k|   0   673k|   0  81.1 |3226  5399 |2.27 1.60 1.40|3.0 1.0 1.0|   0     0 |   0     0 | 25  409    0   76    2
Nov 02 14:49:07 ubuntu dstat.sh[71630]: 02-11 14:49:07| 11   2  85   1   0|5844M  358M  181M 1507M| 154k  138k|   0   702k|   0  89.7 |3289  5349 |2.27 1.60 1.40|1.0   0   0|   0     0 |   0     0 | 25  408    0   76    2
Nov 02 14:49:08 ubuntu dstat.sh[71630]: 02-11 14:49:08| 13   3  80   3   0|5844M  357M  181M 1507M| 223k  207k|   0   885k|   0   114 |3612  5988 |2.27 1.60 1.40|1.0   0   0|   0     0 |   0     0 | 25  408    0   76    2
Nov 02 14:49:09 ubuntu dstat.sh[71630]: 02-11 14:49:09| 24   5  70   2   0|5844M  357M  181M 1507M| 413k  406k|   0  1029k|   0   132 |4021  7202 |2.27 1.60 1.40|4.0   0   0|   0     0 |   0     0 | 25  410    0   75    2
Nov 02 14:49:10 ubuntu dstat.sh[71630]: 02-11 14:49:10| 23   4  58  14   0|5845M  356M  181M 1507M| 416k  408k|   0    13M|   0  1366 |6373  9486 |2.27 1.60 1.40|3.0   0   0|   0     0 |   0     0 | 25  409    0   76    2
Nov 02 14:49:11 ubuntu dstat.sh[71630]: 02-11 14:49:11| 30   5  61   3   0|5845M  355M  182M 1508M| 560k  553k|4076B 1325k|1.00   156 |5773    11k|2.25 1.61 1.40|3.0 1.0 2.0|   0     0 |   0     0 | 25  407    0   76    2
Nov 02 14:49:12 ubuntu dstat.sh[71630]: 02-11 14:49:12| 28   5  63   3   0|5846M  354M  182M 1508M| 548k  525k|   0  1304k|   0   153 |5623    11k|2.25 1.61 1.40|2.0 1.0   0|   0     0 |   0     0 | 25  407    0   76    2
Nov 02 14:49:13 ubuntu dstat.sh[71630]: 02-11 14:49:13| 28   5  65   2   0|5847M  352M  182M 1508M| 540k  525k|   0   938k|   0   103 |4821  8703 |2.25 1.61 1.40|5.0 1.0 1.0|   0     0 |   0     0 | 25  409    0   77    2
Nov 02 14:49:14 ubuntu dstat.sh[71630]: 02-11 14:49:14| 29   4  61   6   0|5847M  352M  182M 1508M| 469k  457k|   0  1583k|   0   207 |5563  9452 |2.25 1.61 1.40|2.0   0   0|   0     0 |   0     0 | 25  409    0   80    2
Nov 02 14:49:15 ubuntu dstat.sh[71630]: 02-11 14:49:15| 27   5  62   4   0|5848M  351M  182M 1509M| 521k  510k|   0  2725k|   0   385 |6068    11k|2.25 1.61 1.40| 10   0   0|   0     0 |   0     0 | 25  409    0   79    2
Nov 02 14:49:16 ubuntu dstat.sh[71630]: 02-11 14:49:16| 27   5  63   5   1|5849M  350M  182M 1509M| 472k  460k|   0  1731k|   0   242 |5586  9847 |2.23 1.61 1.40|2.0   0   0|   0     0 |   0     0 | 25  408    0   82    2
Nov 02 14:49:17 ubuntu dstat.sh[71630]: 02-11 14:49:17| 28   4  61   4   0|5849M  350M  182M 1509M| 526k  514k|   0  1955k|   0   271 |5587    11k|2.23 1.61 1.40|4.0   0   0|   0     0 |   0     0 | 25  409    0   76    2
Nov 02 14:49:18 ubuntu dstat.sh[71630]: 02-11 14:49:18| 32   6  59   3   0|5850M  348M  182M 1509M| 585k  574k|   0  1511k|   0   193 |5232  9973 |2.23 1.61 1.40|5.0   0   0|   0     0 |   0     0 | 25  410    0   78    2
Nov 02 14:49:19 ubuntu dstat.sh[71630]: 02-11 14:49:19| 38   6  53   2   0|5851M  347M  182M 1510M| 590k  580k|  60k 1510k|2.00   191 |6206    13k|2.23 1.61 1.40|2.0   0  34|   0     0 |   0     0 | 25  409    0   79    2
Nov 02 14:49:20 ubuntu dstat.sh[71630]: 02-11 14:49:20| 29   4  62   5   0|5851M  347M  182M 1510M| 501k  492k|   0  1345k|   0   164 |5237  9482 |2.23 1.61 1.40|2.0   0   0|   0     0 |   0     0 | 25  408    0   82    2
Nov 02 14:49:21 ubuntu dstat.sh[71630]: 02-11 14:49:21| 26   4  66   2   0|5851M  346M  182M 1510M| 555k  547k|   0  1230k|   0   141 |5399    11k|2.13 1.60 1.40|3.0 2.0 2.0|   0     0 |   0     0 | 25  408    0   77    2
Nov 02 14:49:22 ubuntu dstat.sh[71630]: 02-11 14:49:22| 22   5  69   4   0|5852M  345M  182M 1510M| 410k  402k|   0  1365k|   0   174 |4815  8448 |2.13 1.60 1.40|2.0   0   0|   0     0 |   0     0 | 25  407    0   78    2
Nov 02 14:49:23 ubuntu dstat.sh[71630]: 02-11 14:49:23| 11   3  83   3   1|5855M  342M  182M 1510M| 171k  161k|   0   829k|   0   113 |3036  5078 |2.13 1.60 1.40|3.0   0   0|   0     0 |   0     0 | 25  406    1   79    3
Nov 02 14:49:24 ubuntu dstat.sh[71630]: 02-11 14:49:24| 12   2  82   2   0|5858M  339M  182M 1510M| 183k  166k|   0   777k|   0  96.6 |3315  5514 |2.13 1.60 1.40|1.0   0   0|   0     0 |   0     0 | 25  407    0   82    2
Nov 02 14:49:25 ubuntu dstat.sh[71630]: 02-11 14:49:25| 15   4  77   4   0|5860M  337M  183M 1510M| 281k  271k|   0  1114k|   0   148 |3848  6377 |2.13 1.60 1.40|1.0   0   0|   0     0 |   0     0 | 25  407    0   81    2
Nov 02 14:49:26 ubuntu dstat.sh[71630]: 02-11 14:49:26| 15   2  79   2   0|5860M  336M  183M 1510M| 322k  312k|  92k  660k|3.00  84.0 |3630  6089 |1.96 1.58 1.39|4.0   0   0|   0     0 |   0     0 | 25  408    0   81    2
Nov 02 14:49:27 ubuntu dstat.sh[71630]: 02-11 14:49:27| 12   2  83   0   0|5862M  334M  183M 1511M| 252k  244k|   0   548k|   0  63.0 |3162  5293 |1.96 1.58 1.39|1.0   0 1.0|   0     0 |   0     0 | 25  407    0   83    2
Nov 02 14:49:28 ubuntu dstat.sh[71630]: 02-11 14:49:28| 19   4  74   3   0|5863M  334M  183M 1511M| 408k  394k|   0  1068k|   0   158 |4363  7364 |1.96 1.58 1.39|3.0   0   0|   0     0 |   0     0 | 25  407    0   88    2
Nov 02 14:49:29 ubuntu dstat.sh[71630]: 02-11 14:49:29| 16   3  79   2   0|5863M  333M  183M 1511M| 277k  265k|   0   798k|   0   109 |3621  6037 |1.96 1.58 1.39|2.0   0   0|   0     0 |   0     0 | 25  407    0   87    2
Nov 02 14:49:30 ubuntu dstat.sh[71630]: 02-11 14:49:30|  8   3  87   1   0|5863M  333M  183M 1511M|  82k   74k|   0   568k|   0  62.0 |2719  4400 |1.96 1.58 1.39|4.0   0   0|   0     0 |   0     0 | 25  408    0   88    2
Nov 02 14:49:31 ubuntu dstat.sh[71630]: 02-11 14:49:31| 15   3  80   2   0|5863M  333M  183M 1511M| 284k  275k|   0  1066k|   0   137 |3556  5786 |1.80 1.55 1.38|2.0   0 2.0|   0     0 |   0     0 | 25  408    0   89    2
Nov 02 14:49:32 ubuntu dstat.sh[71630]: 02-11 14:49:32| 23   5  69   2   0|5872M  323M  183M 1512M| 287k  269k|4091B 1458k|1.00   171 |4548  7336 |1.80 1.55 1.38|1.0   0 4.0|   0     0 |   0     0 | 25  407    0   87    2
Nov 02 14:49:33 ubuntu dstat.sh[71630]: 02-11 14:49:33| 19   5  73   3   0|5897M  298M  183M 1512M| 299k  275k|   0   972k|   0   105 |3805  5879 |1.80 1.55 1.38|3.0   0   0|   0     0 |   0     0 | 25  407    0   91    2
Nov 02 14:49:34 ubuntu dstat.sh[71630]: 02-11 14:49:34|  9   2  87   1   0|5866M  329M  183M 1512M|  65k   49k|   0   564k|   0  63.0 |2744  4347 |1.80 1.55 1.38|1.0   0   0|   0     0 |   0     0 | 25  407    0   91    2
Nov 02 14:49:35 ubuntu dstat.sh[71630]: 02-11 14:49:35| 18   5  73   4   0|5866M  329M  183M 1512M| 355k  342k|   0  1196k|   0   162 |4314  7184 |1.80 1.55 1.38|1.0   0   0|   0     0 |   0     0 | 25  407    0   95    2
Nov 02 14:49:36 ubuntu dstat.sh[71630]: 02-11 14:49:36| 11   2  85   1   0|5866M  329M  183M 1512M| 187k  179k|   0   525k|   0  56.1 |2950  4569 |1.66 1.53 1.38|2.0   0   0|   0     0 |   0     0 | 25  407    0   93    2
Nov 02 14:49:37 ubuntu dstat.sh[71630]: 02-11 14:49:37|  8   2  88   1   0|5866M  329M  183M 1512M| 198k  185k|   0   471k|   0  50.9 |2529  4084 |1.66 1.53 1.38|1.0   0   0|   0     0 |   0     0 | 25  407    0   94    2
Nov 02 14:49:38 ubuntu dstat.sh[71630]: 02-11 14:49:38|  9   3  88   1   0|5866M  329M  183M 1512M| 159k  150k|   0   614k|   0  67.3 |2660  4406 |1.66 1.53 1.38|4.0 1.0   0|   0     0 |   0     0 | 25  407    0   90    2
Nov 02 14:49:39 ubuntu dstat.sh[71630]: 02-11 14:49:39|  5   2  91   0   0|5866M  329M  183M 1512M|  53k   43k|   0   319k|   0  32.9 |2299  3758 |1.66 1.53 1.38|6.0   0   0|   0     0 |   0     0 | 25  408    0   90    2
Nov 02 14:49:40 ubuntu dstat.sh[71630]: 02-11 14:49:40|  9   2  87   1   0|5866M  329M  183M 1512M| 183k  174k|   0   467k|   0  59.9 |2647  4418 |1.66 1.53 1.38|4.0   0   0|   0     0 |   0     0 | 25  407    0   87    2
Nov 02 14:49:41 ubuntu dstat.sh[71630]: 02-11 14:49:41| 20   3  65  12   0|5866M  329M  183M 1512M| 278k  268k|   0    12M|   0  1255 |4749  5980 |1.53 1.50 1.37|1.0   0 2.0|   0     0 |   0     0 | 25  408    0   90    2
Nov 02 14:49:42 ubuntu dstat.sh[71630]: 02-11 14:49:42|  9   3  85   3   0|5866M  329M  183M 1512M| 192k  183k|   0   656k|   0  93.0 |3143  5165 |1.53 1.50 1.37|3.0   0 1.0|   0     0 |   0     0 | 25  410    0   87    2
Nov 02 14:49:43 ubuntu dstat.sh[71630]: 02-11 14:49:43| 16   3  78   3   0|5866M  328M  183M 1512M| 308k  295k|   0  1198k|   0   186 |3953  6665 |1.53 1.50 1.37|2.0   0   0|   0     0 |   0     0 | 25  409    0   89    2
Nov 02 14:49:44 ubuntu dstat.sh[71630]: 02-11 14:49:44| 19   4  76   3   0|5866M  328M  183M 1512M| 416k  404k|   0   807k|   0  91.3 |3595  6017 |1.53 1.50 1.37|3.0 1.0   0|   0     0 |   0     0 | 25  409    0   91    2
Nov 02 14:49:45 ubuntu dstat.sh[71630]: 02-11 14:49:45| 18   3  75   2   0|5866M  327M  183M 1513M| 312k  296k|   0  1565k|   0   226 |4467  7367 |1.53 1.50 1.37|3.0   0   0|   0     0 |   0     0 | 25  409    0   92    3
Nov 02 14:49:46 ubuntu dstat.sh[71630]: 02-11 14:49:46|  6   2  90   0   0|5866M  327M  183M 1513M|  79k   67k|   0   617k|   0  50.8 |2832  4584 |1.40 1.47 1.36|1.0   0   0|   0     0 |   0     0 | 25  409    0   89    2
Nov 02 14:49:47 ubuntu dstat.sh[71630]: 02-11 14:49:47| 19   3  78   2   0|5867M  327M  183M 1513M| 336k  317k|   0  1248k|   0   157 |4034  6612 |1.40 1.47 1.36|2.0   0   0|   0     0 |   0     0 | 25  409    0   93    2
