-- Logs begin at Thu 2022-06-30 07:07:20 UTC, end at Thu 2022-06-30 09:06:32 UTC. --
Jun 30 08:26:08 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 30 08:26:08 ubuntu dstat.sh[20946]: [286B blob data]
Jun 30 08:26:08 ubuntu dstat.sh[20946]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Jun 30 08:51:05 ubuntu dstat.sh[20946]: 30-06 08:51:05| 26   6  64   5   0|4633M 1229M  177M 1865M|  16M  410k|  17M 5050k|16.0  55.0 |9477  3497 |1.43 1.40 1.31|3.0   0 2.0|   0     0 |cinder-backup        25850 16%  24M  13k|cinder-backup        25850  24M  13k 16%|mysqld       451M|   0     0 |  27  373    0  199    0
Jun 30 08:51:06 ubuntu dstat.sh[20946]: 30-06 08:51:06| 21   5  74   1   0|4614M 1247M  177M 1865M|  46k   20k|   -   140k|   -  10.0 |2521  3873 |1.32 1.37 1.31|5.0   0  21|   0     0 |cinder-volume        258316.5%  31k  21k|cinder-backup        258502957k  16k1.5%|mysqld       451M|   0     0 |  27  374    0  194    0
Jun 30 08:51:07 ubuntu dstat.sh[20946]: 30-06 08:51:07| 21   2  77   1   0|4614M 1247M  177M 1865M|  35k   14k|   0   328k|   0  31.0 |2463  3902 |1.32 1.37 1.31|2.0   0   0|   0     0 |cinder-volume        258315.2%  15k  14k|python2              20993 102k 450B  0%|mysqld       451M|   0     0 |  27  372    0  202    0
Jun 30 08:51:08 ubuntu dstat.sh[20946]: 30-06 08:51:08|  7   2  91   0   0|4614M 1247M  177M 1865M|  14k 4790B|   0     0 |   0     0 |1504  2525 |1.32 1.37 1.31|7.0   0   0|   0     0 |uwsgi                258122.2%2658B5670B|python2              20993 101k 436B0.2%|mysqld       451M|   0     0 |  27  372    0  198    0
Jun 30 08:51:09 ubuntu dstat.sh[20946]: 30-06 08:51:09| 21   2  77   0   0|4614M 1247M  177M 1866M|  23k 9519B|   0   268k|   0  30.0 |2167  3784 |1.32 1.37 1.31|1.0   0   0|   0     0 |uwsgi                258127.8%  11k  11k|python2              20993 101k 455B0.2%|mysqld       451M|   0     0 |  27  372    0  200    0
Jun 30 08:51:10 ubuntu dstat.sh[20946]: 30-06 08:51:10| 13   2  84   0   0|4614M 1247M  177M 1866M|  42k   15k|   0    88k|   0  9.00 |2040  3201 |1.32 1.37 1.31|3.0   0 2.0|   0     0 |cinder-volume        258314.5%  24k  21k|python2              20993 100k 454B0.5%|mysqld       451M|   0     0 |  27  368    0  192    1
Jun 30 08:51:11 ubuntu dstat.sh[20946]: 30-06 08:51:11| 15   3  81   0   0|4615M 1246M  177M 1866M|  57k   26k|   0    36k|   0  4.00 |2217  3460 |1.45 1.40 1.32|3.0   0 5.0|   0     0 |cinder-volume        258314.8%  21k  15k|python2              20993 100k 460B  0%|mysqld       451M|   0     0 |  27  370    0  193    0
Jun 30 08:51:12 ubuntu dstat.sh[20946]: 30-06 08:51:12| 10   5  84   2   0|4616M 1244M  177M 1866M|3292k  106k|3348k  264k| 127  34.0 |3578  4640 |1.45 1.40 1.32|3.0   0  41|   0     0 |cinder-volume        258321.0%4494B5157B|python2              20993 100k 485B0.2%|mysqld       451M|   0     0 |  27  369    0  181    0
Jun 30 08:51:13 ubuntu dstat.sh[20946]: 30-06 08:51:13|  9   3  88   0   0|4628M 1232M  177M 1866M|  15k 1734B|   0    44k|   0  3.00 |1546  2557 |1.45 1.40 1.32|6.0   0 2.0|   0     0 |cinder-rootwrap      288494.5%   0    0 |python2              20993  98k 458B0.5%|mysqld       451M|   0     0 |  27  371    0  182    0
Jun 30 08:51:14 ubuntu dstat.sh[20946]: 30-06 08:51:14| 16   7  68   9   0|4634M 1176M  227M 1866M| 975k   50M|  68k   34M|3.00  32.0 |7053  7035 |1.45 1.40 1.32|6.0 1.0  21|   0     0 |cinder-backup        258508.8%2920k  50M|cinder-backup        258502920k  50M8.8%|mysqld       451M|   0     0 |  27  376    0  189    0
Jun 30 08:51:15 ubuntu dstat.sh[20946]: 30-06 08:51:15| 18   8  64  10   0|4669M 1041M  327M 1866M|1031k   52M| 104k   66M|2.00  10.0 |7062  7253 |1.45 1.40 1.32|3.0 2.0   0|   0     0 |cinder-backup        25850 12%   0  100M|cinder-backup        25850   0  100M 12%|mysqld       451M|   0     0 |  27  375    0  183    0
Jun 30 08:51:16 ubuntu dstat.sh[20946]: 30-06 08:51:16| 12   4  68  17   0|4686M  974M  377M 1866M|1599k   82M|  52k   50M|1.00  19.0 |7819  3830 |1.50 1.41 1.32|2.0 1.0   0|   0     0 |cinder-backup        258506.2%   0   50M|cinder-backup        25850   0   50M6.2%|mysqld       451M|   0     0 |  27  375    0  185    0
Jun 30 08:51:17 ubuntu dstat.sh[20946]: 30-06 08:51:17| 14   6  66  14   0|4730M  880M  427M 1867M|1323k   67M| 104k  106M|2.00   521 |9077    10k|1.50 1.41 1.32|5.0   0   0|   0     0 |cinder-backup        258509.5%   0   50M|cinder-backup        25850   0   50M9.5%|mysqld       451M|   0     0 |  27  375    0  171    0
Jun 30 08:51:18 ubuntu dstat.sh[20946]: 30-06 08:51:18| 14   7  66  13   0|4701M  808M  527M 1867M|1376k   70M|  64k   50M|3.00  36.0 |7223  6837 |1.50 1.41 1.32|1.0 1.0   0|   0     0 |cinder-backup        258508.5%   0  100M|cinder-backup        25850   0  100M8.5%|mysqld       451M|   0     0 |  27  375    0  175    0
Jun 30 08:51:19 ubuntu dstat.sh[20946]: 30-06 08:51:19| 11   4  70  15   0|4715M  745M  577M 1867M|1576k   80M|  52k  100M|1.00  20.0 |9328    12k|1.50 1.41 1.32|3.0   0   0|   0     0 |cinder-backup        258507.0%   0   50M|cinder-backup        25850   0   50M7.0%|mysqld       451M|   0     0 |  27  375    0  158    0
Jun 30 08:51:20 ubuntu dstat.sh[20946]: 30-06 08:51:20| 15   6  68  11   0|4786M  622M  627M 1867M| 991k   50M| 104k   50M|2.00  7.00 |5307  4464 |1.50 1.41 1.32|2.0   0   0|   0     0 |cinder-backup        25850 13%   0   50M|cinder-backup        25850   0   50M 13%|mysqld       451M|   0     0 |  27  375    0  160    0
Jun 30 08:51:21 ubuntu dstat.sh[20946]: 30-06 08:51:21| 10   6  70  14   0|4766M  539M  727M 1867M|1403k   72M|  52k   50M|1.00  10.0 |8477  8178 |1.45 1.40 1.32|2.0 1.0   0|   0     0 |cinder-backup        258508.2%   0  100M|cinder-backup        25850   0  100M8.2%|mysqld       451M|   0     0 |  27  375    0  153    0
Jun 30 08:51:22 ubuntu dstat.sh[20946]: 30-06 08:51:22| 11   5  70  13   0|4781M  472M  777M 1867M|1334k   68M|  52k   84M|1.00  15.0 |8252  8547 |1.45 1.40 1.32|2.0 1.0 2.0|   0     0 |cinder-backup        258509.0%   0   50M|cinder-backup        25850   0   50M9.0%|mysqld       451M|   0     0 |  27  375    0  155    0
Jun 30 08:51:23 ubuntu dstat.sh[20946]: 30-06 08:51:23| 12   5  71  12   0|4848M  354M  827M 1867M|1193k   61M| 104k   66M|2.00  12.0 |6156  3790 |1.45 1.40 1.32|3.0   0   0|   0     0 |cinder-backup        25850 11%   0   50M|cinder-backup        25850   0   50M 11%|mysqld       451M|   0     0 |  27  379    0  155    0
Jun 30 08:51:24 ubuntu dstat.sh[20946]: 30-06 08:51:24| 12   6  68  14   0|4831M  268M  927M 1867M|1341k   68M|  52k   50M|1.00  10.0 |6887  4112 |1.45 1.40 1.32|1.0 1.0   0|   0     0 |cinder-backup        258508.5%   0  100M|cinder-backup        25850   0  100M8.5%|mysqld       451M|   0     0 |  27  377    0  157    0
Jun 30 08:51:25 ubuntu dstat.sh[20946]: 30-06 08:51:25| 11   7  69  13   0|4829M  219M  977M 1867M|1505k   77M|  52k   84M|1.00  13.0 |7933  3910 |1.45 1.40 1.32|1.0 1.0   0|   0     0 |cinder-backup        258507.2%   0   50M|cinder-backup        25850   0   50M7.2%|mysqld       451M|   0     0 |  27  377    0  160    0
Jun 30 08:51:26 ubuntu dstat.sh[20946]: 30-06 08:51:26| 15   6  67  12   0|4891M  229M 1056M 1717M|1088k   55M| 104k   67M|2.00  71.0 |6970  5737 |1.50 1.41 1.32|2.0   0   0|   0     0 |cinder-backup        25850 12%   0  100M|cinder-backup        25850   0  100M 12%|mysqld       451M|   0     0 |  27  377    0  163    0
Jun 30 08:51:27 ubuntu dstat.sh[20946]: 30-06 08:51:27| 12   7  66  15   0|4860M  194M 1121M 1717M|1331k   68M|  52k   53M|1.00   380 |7862  4482 |1.50 1.41 1.32|2.0 1.0   0|   0     0 |cinder-backup        258509.0%   0   50M|cinder-backup        25850   0   50M9.0%|mysqld       451M|   0     0 |  27  377    0  151    0
Jun 30 08:51:28 ubuntu dstat.sh[20946]: 30-06 08:51:28| 12   5  70  13   0|4860M  198M 1155M 1679M|1417k   73M|  52k   74M|1.00  10.0 |7013  5143 |1.50 1.41 1.32|1.0 1.0   0|   0     0 |cinder-backup        258508.5%   0   50M|cinder-backup        25850   0   50M8.5%|mysqld       451M|   0     0 |  27  377    0  153    0
Jun 30 08:51:29 ubuntu dstat.sh[20946]: 30-06 08:51:29| 14   9  70   7   0|4890M 1162M  177M 1679M|1776k   34M|1072k   50M|44.0  10.0 |5793  5299 |1.50 1.41 1.32|1.0   0 7.0|   0     0 |cinder-backup        258509.5%   0   24M|cinder-backup        25850   0   24M9.5%|mysqld       451M|   0     0 |  27  377    0  151    0
Jun 30 08:51:30 ubuntu dstat.sh[20946]: 30-06 08:51:30| 15   4  81   0   0|4873M 1179M  177M 1680M|  43k   20k|   -     - |   -     - |2304  3588 |1.50 1.41 1.32|2.0   0  19|   0     0 |cinder-volume        258316.8%  29k  20k|cinder-backup        258502920k  16k1.2%|mysqld       451M|   0     0 |  27  376    0  153    0
Jun 30 08:51:31 ubuntu dstat.sh[20946]: 30-06 08:51:31| 27   3  68   2   0|4874M 1178M  177M 1680M|  27k   10k|  24k 1102k|6.00   192 |3155  5299 |1.62 1.44 1.33|1.0   0   0|   0     0 |cinder-volume        258316.8%  12k  12k|python2              20993  95k 480B  0%|mysqld       451M|   0     0 |  27  377    0  160    0
Jun 30 08:51:32 ubuntu dstat.sh[20946]: 30-06 08:51:32| 16   3  79   1   0|4875M 1176M  177M 1681M|  36k   12k|  92k 1717k|3.00   203 |3010  4504 |1.62 1.44 1.33|3.0 1.0 2.0|   0     0 |uwsgi                258114.0%2591B8550B|python2              20993  98k 490B0.2%|mysqld       451M|   0     0 |  27  381    0  175    0
Jun 30 08:51:33 ubuntu dstat.sh[20946]: 30-06 08:51:33| 31   3  65   1   0|4875M 1175M  177M 1682M|  31k   13k|   0  3307k|   0   470 |4524  7667 |1.62 1.44 1.33|1.0   0   0|   0     0 |cinder-volume        258316.2%  15k  26k|python2              20993 104k 458B0.5%|mysqld       451M|   0     0 |  27  378    0  215    0
Jun 30 08:51:34 ubuntu dstat.sh[20946]: 30-06 08:51:34| 19   3  78   0   0|4876M 1174M  177M 1682M|  28k   11k|   0   264k|   0  33.0 |2403  3966 |1.62 1.44 1.33|2.0   0 2.0|   0     0 |cinder-volume        258314.8%  16k  15k|python2              20993 104k 460B  0%|mysqld       451M|   0     0 |  27  377    0  219    0
Jun 30 08:51:35 ubuntu dstat.sh[20946]: 30-06 08:51:35| 14   3  84   0   0|4877M 1173M  177M 1683M|  51k   20k|   0  4096B|   0  1.00 |2091  3489 |1.62 1.44 1.33|2.0   0 5.0|   0     0 |cinder-volume        258316.5%  28k  21k|python2              20993 104k 459B0.5%|mysqld       451M|   0     0 |  27  377    0  218    0
Jun 30 08:51:36 ubuntu dstat.sh[20946]: 30-06 08:51:36| 10   4  86   0   0|4887M 1162M  177M 1683M|  10k 2368B|8832k  192k|69.0  18.0 |2006  3081 |1.49 1.42 1.32|3.0   0  14|   0     0 |swift-object-au      289092.0%9025k  37k|swift-object-au      289099025k  37k2.0%|mysqld       451M|   0     0 |  27  377    0  219    0
Jun 30 08:51:37 ubuntu dstat.sh[20946]: 30-06 08:51:37|  9   5  85   1   0|4888M 1162M  177M 1683M|3267k   94k|  10M   72k| 181  4.00 |3158  4200 |1.49 1.42 1.32|2.0   0  31|   0     0 |swift-object-au      289091.5%6997k 792B|swift-object-au      289096997k 792B1.5%|mysqld       451M|   0     0 |  27  377    0  218    0
Jun 30 08:51:38 ubuntu dstat.sh[20946]: 30-06 08:51:38| 17   7  67   9   0|4929M 1069M  228M 1683M|  52M  504k|  51M  358k|41.0  39.0 |9674  3104 |1.49 1.42 1.32|1.0   0 3.0|   0     0 |cinder-backup        258507.2%  53M3140B|cinder-backup        25850  53M3140B7.2%|mysqld       451M|   0     0 |  27  377    0  223    0
Jun 30 08:51:39 ubuntu dstat.sh[20946]: 30-06 08:51:39| 21   3  70   5   0|4965M  995M  266M 1683M|  36M  503k|  35M  199k|28.0  14.0 |  10k 2649 |1.49 1.42 1.32|1.0 1.0   0|   0     0 |cinder-backup        25850 16%   0 1523B|python2              20993 105k 487B0.2%|cinder-backu 454M|   0     0 |  27  377    0  225    0
Jun 30 08:51:40 ubuntu dstat.sh[20946]: 30-06 08:51:40| 25   2  68   5   0|4945M  985M  296M 1683M|  31M  411k|  30M  184k|24.0  12.0 |6377  2558 |1.49 1.42 1.32|1.0 1.0   0|   0     0 |cinder-backup        25850 18%  50M1523B|cinder-backup        25850  50M1523B 18%|mysqld       451M|   0     0 |  27  377    0  228    0
Jun 30 08:51:41 ubuntu dstat.sh[20946]: 30-06 08:51:41| 22   3  68   7   0|4929M  968M  328M 1683M|  36M  561k|  35M  209k|28.0  14.0 |7344  2904 |1.45 1.41 1.32|2.0   0   0|   0     0 |cinder-backup        25850 17%  50M 849B|cinder-backup        25850  50M 849B 17%|mysqld       451M|   0     0 |  27  377    0  229    0
Jun 30 08:51:42 ubuntu dstat.sh[20946]: 30-06 08:51:42| 20   4  66  10   0|4929M  918M  378M 1683M|  51M  843k|  50M  148k|40.0  31.0 |  15k 2673 |1.45 1.41 1.32|4.0   0 2.0|   0     0 |cinder-backup        25850 15%  50M 953B|cinder-backup        25850  50M 953B 15%|mysqld       451M|   0     0 |  27  377    0  230    0
Jun 30 08:51:43 ubuntu dstat.sh[20946]: 30-06 08:51:43| 19   4  68   8   0|4929M  868M  428M 1683M|  52M  975k|  50M  346k|40.0  22.0 |  12k 2834 |1.45 1.41 1.32|3.0   0   0|   0     0 |cinder-backup        25850 15%  50M1523B|cinder-backup        25850  50M1523B 15%|mysqld       451M|   0     0 |  27  377    0  231    0
Jun 30 08:51:44 ubuntu dstat.sh[20946]: 30-06 08:51:44| 18   3  68  11   0|4929M  818M  478M 1683M|  52M  995k|  50M  241k|40.0  21.0 |  15k 2872 |1.45 1.41 1.32|2.0   0   0|   0     0 |cinder-backup        25850 13%  50M1244B|cinder-backup        25850  50M1244B 13%|mysqld       451M|   0     0 |  27  379    0  233    0
Jun 30 08:51:45 ubuntu dstat.sh[20946]: 30-06 08:51:45| 25   3  69   3   0|4946M  782M  497M 1683M|  17M  228k|  16M  185k|13.0  12.0 |3782  2529 |1.45 1.41 1.32|3.0 1.0   0|   0     0 |cinder-backup        25850 20%   0 1523B|python2              20993 106k 485B0.2%|mysqld       451M|   0     0 |  27  379    0  229    0
Jun 30 08:51:46 ubuntu dstat.sh[20946]: 30-06 08:51:46| 24   3  67   6   0|4928M  769M  528M 1684M|  35M  624k|  34M  510k|27.0  45.0 |9757  2864 |1.41 1.40 1.32|4.0   0   0|   0     0 |cinder-backup        25850 18%  50M 849B|cinder-backup        25850  50M 849B 18%|mysqld       451M|   0     0 |  27  377    0  233    0
Jun 30 08:51:47 ubuntu dstat.sh[20946]: 30-06 08:51:47| 21   3  68   8   0|4928M  718M  578M 1684M|  51M  778k|  50M   40k|40.0  3.00 |  14k 2547 |1.41 1.40 1.32|2.0   0   0|   0     0 |cinder-backup        25850 15%  50M 953B|cinder-backup        25850  50M 953B 15%|mysqld       451M|   0     0 |  27  377    0  230    0
Jun 30 08:51:48 ubuntu dstat.sh[20946]: 30-06 08:51:48| 18   4  68  11   0|4929M  667M  628M 1684M|  52M 1014k|  50M  483k|40.0  58.0 |  16k 2817 |1.41 1.40 1.32|4.0   0   0|   0     0 |cinder-backup        25850 13%  50M1244B|cinder-backup        25850  50M1244B 13%|mysqld       451M|   0     0 |  27  377    0  235    0
Jun 30 08:51:49 ubuntu dstat.sh[20946]: 30-06 08:51:49| 22   2  70   6   0|4964M  594M  666M 1684M|  37M  608k|  36M  361k|30.0  28.0 |7614  2762 |1.41 1.40 1.32|3.0   0   0|   0     0 |cinder-backup        25850 16%   0 1523B|python2              20993 106k 491B  0%|cinder-backu 456M|   0     0 |  27  377    0  230    0
Jun 30 08:51:50 ubuntu dstat.sh[20946]: 30-06 08:51:50| 24   2  71   3   0|4939M  595M  691M 1684M|  26M  557k|  24M  191k|19.0  12.0 |7934  2619 |1.41 1.40 1.32|3.0 1.0   0|   0     0 |cinder-backup        25850 19%  50M1523B|cinder-backup        25850  50M1523B 19%|mysqld       451M|   0     0 |  27  377    0  233    0
Jun 30 08:51:51 ubuntu dstat.sh[20946]: 30-06 08:51:51| 22   2  70   6   0|4931M  561M  732M 1684M|  42M 1060k|  41M  202k|33.0  14.0 |  18k 2775 |1.38 1.40 1.32|2.0 1.0   0|   0     0 |cinder-backup        25850 16%  50M1523B|cinder-backup        25850  50M1523B 16%|mysqld       451M|   0     0 |  27  377    0  233    0
Jun 30 08:51:52 ubuntu dstat.sh[20946]: 30-06 08:51:52| 20   3  68   9   0|4929M  516M  778M 1684M|  50M  945k|  49M   40k|39.0  3.00 |  12k 2594 |1.38 1.40 1.32|8.0   0 2.0|   0     0 |cinder-backup        25850 15%  50M 279B|cinder-backup        25850  50M 279B 15%|mysqld       451M|   0     0 |  27  377    0  234    0
Jun 30 08:51:53 ubuntu dstat.sh[20946]: 30-06 08:51:53| 21   4  65   9   0|4929M  467M  828M 1684M|  52M 1121k|  50M  214k|40.0  15.0 |  12k 2869 |1.38 1.40 1.32|7.0   0   0|   0     0 |cinder-backup        25850 14%  50M1523B|cinder-backup        25850  50M1523B 14%|mysqld       451M|   0     0 |  27  377    0  231    0
Jun 30 08:51:54 ubuntu dstat.sh[20946]: 30-06 08:51:54| 18   4  70   9   0|4930M  416M  878M 1684M|  52M  835k|  50M  253k|40.0  21.0 |9396  2719 |1.38 1.40 1.32|3.0   0   0|   0     0 |cinder-backup        25850 13%  50M1244B|cinder-backup        25850  50M1244B 13%|mysqld       451M|   0     0 |  27  377    0  234    0
Jun 30 08:51:55 ubuntu dstat.sh[20946]: 30-06 08:51:55| 23   3  70   5   0|4964M  345M  914M 1684M|  36M  797k|  34M  308k|27.0  28.0 |  12k 2905 |1.38 1.40 1.32|4.0 1.0   0|   0     0 |cinder-backup        25850 16%   0 1523B|python2              20993 107k 486B0.2%|cinder-backu 454M|   0     0 |  27  377    0  231    0
Jun 30 08:51:56 ubuntu dstat.sh[20946]: 30-06 08:51:56| 25   3  68   5   0|4939M  343M  941M 1684M|  26M  288k|  26M  326k|21.0  24.0 |5371  2911 |1.43 1.41 1.32|3.0 1.0   0|   0     0 |cinder-backup        25850 19%  50M1523B|cinder-backup        25850  50M1523B 19%|mysqld       451M|   0     0 |  27  377    0  234    0
Jun 30 08:51:57 ubuntu dstat.sh[20946]: 30-06 08:51:57| 20   3  69   9   0|4930M  315M  978M 1684M|  41M  720k|  40M  226k|32.0  15.0 |9700  2776 |1.43 1.41 1.32|2.0   0   0|   0     0 |cinder-backup        25850 15%  50M 849B|cinder-backup        25850  50M 849B 15%|mysqld       451M|   0     0 |  27  377    0  237    0
Jun 30 08:51:58 ubuntu dstat.sh[20946]: 30-06 08:51:58| 17   4  67  12   0|4930M  265M 1028M 1684M|  52M  980k|  50M 5857k|40.0   527 |  13k 2866 |1.43 1.41 1.32|2.0   0   0|   0     0 |cinder-backup        25850 14%  50M 953B|cinder-backup        25850  50M 953B 14%|mysqld       451M|   0     0 |  27  377    0  234    0
Jun 30 08:51:59 ubuntu dstat.sh[20946]: 30-06 08:51:59| 18   2  72   9   0|4930M  214M 1078M 1684M|  52M 1012k|  50M  956k|40.0  41.0 |  12k 2804 |1.43 1.41 1.32|7.0   0   0|   0     0 |cinder-backup        25850 13%  50M1244B|cinder-backup        25850  50M1244B 13%|mysqld       451M|   0     0 |  27  377    0  237    0
Jun 30 08:52:00 ubuntu dstat.sh[20946]: 30-06 08:52:00| 20   3  68   9   0|4969M  134M 1119M 1684M|  41M  792k|  39M  208k|31.0  13.0 |  11k 2738 |1.43 1.41 1.32|1.0 1.0   0|   0     0 |cinder-backup        25850 14%   0 1523B|python2              20993 107k 491B  0%|cinder-backu 459M|   0     0 |  27  377    0  234    0
Jun 30 08:52:01 ubuntu dstat.sh[20946]: 30-06 08:52:01| 24   3  67   5   0|4944M  187M 1140M 1637M|  25M  548k|  24M  550k|19.0  90.0 |  12k 3096 |1.40 1.40 1.32|1.0 2.0   0|   0     0 |cinder-backup        25850 19%  50M1523B|cinder-backup        25850  50M1523B 19%|mysqld       451M|   0     0 |  27  377    0  237    0
Jun 30 08:52:02 ubuntu dstat.sh[20946]: 30-06 08:52:02| 23   4  62  11   0|4933M  195M 1159M 1622M|  39M  679k|  38M 4053k|38.0   930 |  11k 7547 |1.40 1.40 1.32|2.0   0 2.0|   0     0 |cinder-backup        25850 15%  50M 849B|cinder-backup        25850  50M 849B 15%|mysqld       451M|   0     0 |  27  377    0  236    0
Jun 30 08:52:03 ubuntu dstat.sh[20946]: 30-06 08:52:03| 22   2  69   6   0|4885M  220M 1182M 1622M|  24M  428k|  23M 1080k|19.0  81.0 |5871  2813 |1.40 1.40 1.32|5.0   0   0|   0     0 |cinder-backup        25850 18%  24M4319B|cinder-backup        25850  24M4319B 18%|mysqld       451M|   0     0 |  27  379    0  239    0
Jun 30 08:52:04 ubuntu dstat.sh[20946]: 30-06 08:52:04| 19   8  73   1   0|4886M 1223M  176M 1624M|  25k   11k|   -  4957k|   -  45.0 |2780  4343 |1.40 1.40 1.32|1.0   0  22|   0     0 |cinder-backup        258503.8%2920k  26k|cinder-backup        258502920k  26k3.8%|mysqld       451M|   0     0 |  27  377    0  239    0
Jun 30 08:52:05 ubuntu dstat.sh[20946]: 30-06 08:52:05| 13   2  84   0   0|4886M 1223M  176M 1624M|  35k   11k|   0   100k|   0  6.00 |1794  2905 |1.40 1.40 1.32|8.0   0   0|   0     0 |cinder-volume        258314.0%  13k9964B|python2              20993 108k 455B0.2%|mysqld       451M|   0     0 |  27  378    0  241    0
Jun 30 08:52:06 ubuntu dstat.sh[20946]: 30-06 08:52:06| 37   6  55   3   0|4894M 1215M  176M 1625M|  46k   20k|   0  2002k|   0   293 |4757  8535 |1.52 1.43 1.33|3.0   0  20|   0     0 |cinder-volume        258318.5%  33k  23k|swift-container      23954 113k  80k1.2%|mysqld       451M|   0     0 |  27  381    0  285    1
Jun 30 08:52:07 ubuntu dstat.sh[20946]: 30-06 08:52:07| 23   3  73   0   0|4886M 1223M  176M 1625M|  49k   21k|   0   168k|   0  17.0 |2394  3925 |1.52 1.43 1.33|5.0   0   0|   0     0 |cinder-volume        25831 10%  21k  23k|python2              20993 115k 460B0.2%|mysqld       451M|   0     0 |  27  383    0  288    0
Jun 30 08:52:08 ubuntu dstat.sh[20946]: 30-06 08:52:08| 23   3  74   0   0|4886M 1223M  176M 1625M|  43k   18k|   0   192k|   0  22.0 |2848  4444 |1.52 1.43 1.33|4.0   0   0|   0     0 |cinder-volume        258316.5%  21k  21k|python2              20993 115k 456B0.2%|mysqld       451M|   0     0 |  27  383    0  284    0
Jun 30 08:52:09 ubuntu dstat.sh[20946]: 30-06 08:52:09| 34   3  61   1   0|4886M 1222M  176M 1626M|  19k 5662B|8192B  736k|2.00  83.0 |3249  5422 |1.52 1.43 1.33|2.0   0   0|   0     0 |python               25985 13% 918B  25k|python2              20993 116k 480B0.2%|mysqld       451M|   0     0 |  27  382    0  294    0
